CantidadDeBeneficiarios,CantidadBeneficioConsolidado,CantidadUltimobeneficio,CodigoDepartamentoAtencion,CodigoMunicipioAtencion,CondicionSexual,Discapacidad,EstadoBeneficiario,EstadoCivil,Etnia,FechaInscripcionBeneficiario,FechaUltimoBeneficioAsignado,Genero,NivelEscolaridad,NombreDepartamentoAtencion,NombreMunicipioAtencion,Pais,RangoEdad,TipoAsignacionBeneficio,TipoBeneficio,TipoDocumento,TipoPoblacion,ValorBeneficioConsolidadoAsignado,ValorUltimoBeneficioAsignado
1,1,1,68,68077,Heterosexual,NO,ATENDIDO,Soltero(a),ND,2018-01-01,2019-01-01,Mujer,Básica Secundaria (o  o),SANTANDER,BARBOSA,Colombia,50-65,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,1,1,19,19455,ND,NO,ACTIVO,Sin Información,AFROCOLOMBIANO – NEGRO,2018-06-01,2018-01-01,Mujer,ND,CAUCA,MIRANDA,ND,50-65,CAPITALIZACIÓN INDIVIDUAL,ESPECIE,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,2,2,85,85001,Heterosexual,NO,ATENDIDO,Unión libre,ND,2018-01-01,2018-01-01,Mujer,Básica Secundaria (o  o),CASANARE,YOPAL,Colombia,18-29,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,2,2,52,52678,Heterosexual,NO,ATENDIDO,Unión libre,ND,2018-01-01,2019-01-01,Mujer,Básica primaria (1o. - 5o.),NARIÑO,SAMANIEGO,Colombia,30-49,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,1,1,52,52838,Heterosexual,NO,ATENDIDO,Casado(a),ND,2018-01-01,2018-01-01,Mujer,Media (o  o),NARIÑO,TÚQUERRES,Colombia,50-65,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,UNIDOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,5,5,05,05837,Heterosexual,NO,ATENDIDO,Soltero(a),AFROCOLOMBIANO – NEGRO,2018-01-01,2018-01-01,Mujer,Ninguno,ANTIOQUIA,TURBO,Colombia,50-65,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DOBLE CONDICION,1.500.001 - 3.000.000,0 - 1.300.000
1,1,1,20,20060,Heterosexual,NO,ATENDIDO,Soltero(a),ND,2019-01-01,2020-01-01,Mujer,Básica primaria (o.  o.),CESAR,BOSCONIA,Colombia,>65,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,20,20060,Heterosexual,NO,ATENDIDO,Soltero(a),ND,2019-01-01,2020-01-01,Mujer,Básica primaria (o.  o.),CESAR,BOSCONIA,Colombia,>65,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,52,52678,Heterosexual,NO,ATENDIDO,Soltero(a),ND,2018-01-01,2018-01-01,Mujer,Básica primaria (1o. - 5o.),NARIÑO,SAMANIEGO,Colombia,18-29,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,52,52224,ND,NO,ACTIVO,Sin Información,INDIGENA,2018-07-01,2018-01-01,Mujer,ND,NARIÑO,CUASPUD,Colombia,50-65,CAPITALIZACIÓN INDIVIDUAL,ESPECIE,CC,AMBAS CONDICIONES,0 - 1.500.000,0 - 1.300.000
1,4,4,08,08078,Heterosexual,NO,ATENDIDO,Soltero(a),AFROCOLOMBIANO – NEGRO,2018-01-01,2019-01-01,Mujer,Media (10o - 13o),ATLANTICO,BARANOA,Colombia,50-65,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,1,1,76,76520,ND,NO,ACTIVO,Sin Información,ND,2017-10-01,2018-01-01,Mujer,ND,VALLE,PALMIRA,ND,30-49,CAPITALIZACIÓN INDIVIDUAL,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,2.600.001 - 3.900.000
1,1,1,05,05495,Heterosexual,NO,ATENDIDO,Unión libre,ND,2020-01-01,2020-01-01,Mujer,Básica primaria (o.  o.),ANTIOQUIA,NECHÍ,Colombia,30-49,CAPITALIZACIÓN,INCENTIVO EN ESPECIE Y FORMACION,CC,DOBLE CONDICION,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,44,44855,Heterosexual,NO,ATENDIDO,Soltero(a),ND,2018-01-01,2018-01-01,Mujer,Básica Secundaria (o  o),LA GUAJIRA,URUMITA,Colombia,50-65,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DOBLE CONDICION,0 - 1.500.000,0 - 1.300.000
1,1,1,52,52001,M,NO,ACTIVO,SO,ND,2018-07-01,2018-01-01,Mujer,ND,NARIÑO,PASTO,COLOMBIA,30-49,CAPITALIZACIÓN INDIVIDUAL,ESPECIE,CC,AMBAS CONDICIONES,0 - 1.500.000,0 - 1.300.000
1,1,1,13,13001,HOMBRE,NO,NO ACTIVO,UL,AFROCOLOMBIANO – NEGRO,2017-12-01,2017-01-01,Hombre,PRIMARIA,BOLIVAR,CARTAGENA,COLOMBIA,50-65,CAPITALIZACIÓN INDIVIDUAL,ESPECIE,CC,VULNERABLE,0 - 1.500.000,1.300.001 - 2.600.000
1,4,4,44,44078,Heterosexual,NO,ATENDIDO,Unión libre,ND,2018-01-01,2018-01-01,Hombre,Básica primaria (1o. - 5o.),LA GUAJIRA,BARRANCAS,Colombia,30-49,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DESPLAZADOS,1.500.001 - 3.000.000,0 - 1.300.000
1,3,3,81,81736,Heterosexual,NO,ATENDIDO,Unión libre,ND,2018-01-01,2019-01-01,Mujer,Básica primaria (o.  o.),ARAUCA,SARAVENA,Colombia,30-49,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DESPLAZADOS,1.500.001 - 3.000.000,0 - 1.300.000
1,1,1,41,41306,Heterosexual,NO,ATENDIDO,Viudo(a),ND,2018-01-01,2019-01-01,Mujer,Básica primaria (1o. - 5o.),HUILA,GIGANTE,Colombia,50-65,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,4,4,41,41298,Heterosexual,NO,ATENDIDO,Casado(a),ND,2018-01-01,2019-01-01,Mujer,Básica primaria (1o. - 5o.),HUILA,GARZÓN,Colombia,50-65,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,2,2,20,20060,Heterosexual,NO,ATENDIDO,Casado(a),ND,2018-01-01,2018-01-01,Mujer,Básica Secundaria (6o - 9o),CESAR,BOSCONIA,Colombia,30-49,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DOBLE CONDICION,0 - 1.500.000,0 - 1.300.000
1,1,1,41,41306,Heterosexual,NO,ATENDIDO,Unión libre,ND,2018-01-01,2019-01-01,Hombre,Básica primaria (1o. - 5o.),HUILA,GIGANTE,Colombia,50-65,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,UNIDOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,54,54001,ND,NO,NO ACTIVO,Sin Información,ND,2017-02-01,2017-01-01,Hombre,PRIMARIA,NORTE DE SANTANDER,CUCUTA,Colombia,50-65,CAPITALIZACIÓN INDIVIDUAL,ESPECIE,CC,AMBAS CONDICIONES,0 - 1.500.000,1.300.001 - 2.600.000
1,1,1,54,54001,ND,NO,NO ACTIVO,Sin Información,ND,2017-02-01,2017-01-01,Hombre,PRIMARIA,NORTE DE SANTANDER,CUCUTA,Colombia,50-65,CAPITALIZACIÓN INDIVIDUAL,ESPECIE,CC,AMBAS CONDICIONES,0 - 1.500.000,1.300.001 - 2.600.000
1,1,1,54,54001,ND,NO,NO ACTIVO,Sin Información,ND,2017-02-01,2017-01-01,Hombre,PRIMARIA,NORTE DE SANTANDER,CUCUTA,Colombia,50-65,CAPITALIZACIÓN INDIVIDUAL,ESPECIE,CC,AMBAS CONDICIONES,0 - 1.500.000,1.300.001 - 2.600.000
1,1,1,13,13430,ND,NO,ACTIVO,Sin Información,ND,2018-06-01,2018-01-01,Mujer,ND,BOLIVAR,MAGANGUE,ND,30-49,CAPITALIZACIÓN INDIVIDUAL,ESPECIE,CC,AMBAS CONDICIONES,0 - 1.500.000,0 - 1.300.000
1,1,1,73,73268,M-MUJER,NO,NO ACTIVO,SO,ND,2017-03-01,2017-01-01,Mujer,ND,TOLIMA,ESPINAL,COLOMBIA,>65,CAPITALIZACIÓN INDIVIDUAL,ESPECIE,CC,UNIDOS,0 - 1.500.000,1.300.001 - 2.600.000
1,7,7,81,81001,Heterosexual,NO,ATENDIDO,Soltero(a),ND,2018-01-01,2018-01-01,Mujer,Ninguno,ARAUCA,ARAUCA,Colombia,>65,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DOBLE CONDICION,1.500.001 - 3.000.000,0 - 1.300.000
1,1,1,41,41298,Heterosexual,NO,ATENDIDO,Soltero(a),ND,2019-01-01,2020-01-01,Mujer,Básica primaria (o.  o.),HUILA,GARZÓN,Colombia,30-49,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,41,41298,Heterosexual,NO,ATENDIDO,Soltero(a),ND,2019-01-01,2020-01-01,Mujer,Básica primaria (o.  o.),HUILA,GARZÓN,Colombia,30-49,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,41,41298,Heterosexual,NO,ATENDIDO,Soltero(a),ND,2019-01-01,2020-01-01,Mujer,Básica primaria (o.  o.),HUILA,GARZÓN,Colombia,30-49,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,41,41298,Heterosexual,NO,ATENDIDO,Soltero(a),ND,2019-01-01,2020-01-01,Mujer,Básica primaria (o.  o.),HUILA,GARZÓN,Colombia,30-49,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,41,41298,Heterosexual,NO,ATENDIDO,Soltero(a),ND,2019-01-01,2020-01-01,Mujer,Básica primaria (o.  o.),HUILA,GARZÓN,Colombia,30-49,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,41,41298,Heterosexual,NO,ATENDIDO,Soltero(a),ND,2019-01-01,2020-01-01,Mujer,Básica primaria (o.  o.),HUILA,GARZÓN,Colombia,30-49,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,41,41298,Heterosexual,NO,ATENDIDO,Soltero(a),ND,2019-01-01,2020-01-01,Mujer,Básica primaria (o.  o.),HUILA,GARZÓN,Colombia,30-49,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,41,41298,Heterosexual,NO,ATENDIDO,Soltero(a),ND,2019-01-01,2020-01-01,Mujer,Básica primaria (o.  o.),HUILA,GARZÓN,Colombia,30-49,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
2,5,5,76,76041,Heterosexual,NO,ATENDIDO,Unión libre,ND,2018-01-01,2019-01-01,Mujer,Básica primaria (o.  o.),VALLE DEL CAUCA,ANSERMANUEVO,Colombia,30-49,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,UNIDOS,1.500.001 - 3.000.000,0 - 1.300.000
1,1,1,68,68077,Heterosexual,NO,ATENDIDO,Casado(a),ND,2018-01-01,2019-01-01,Mujer,ND,SANTANDER,BARBOSA,Colombia,30-49,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,1,1,68,68077,Heterosexual,NO,ATENDIDO,Casado(a),ND,2018-01-01,2019-01-01,Mujer,ND,SANTANDER,BARBOSA,Colombia,30-49,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,1,1,95,95001,Heterosexual,NO,ATENDIDO,Casado(a),ND,2019-01-01,2020-01-01,Mujer,Básica primaria (o.  o.),GUAVIARE,SAN JOSÉ DEL GUAVIARE,Colombia,30-49,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,95,95001,Heterosexual,NO,ATENDIDO,Casado(a),ND,2019-01-01,2020-01-01,Mujer,Básica primaria (o.  o.),GUAVIARE,SAN JOSÉ DEL GUAVIARE,Colombia,30-49,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,95,95001,Heterosexual,NO,ATENDIDO,Casado(a),ND,2019-01-01,2020-01-01,Mujer,Básica primaria (o.  o.),GUAVIARE,SAN JOSÉ DEL GUAVIARE,Colombia,30-49,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,95,95001,Heterosexual,NO,ATENDIDO,Casado(a),ND,2019-01-01,2020-01-01,Mujer,Básica primaria (o.  o.),GUAVIARE,SAN JOSÉ DEL GUAVIARE,Colombia,30-49,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,50,50313,Heterosexual,SI,ATENDIDO,Soltero(a),ND,2019-01-01,2020-01-01,Hombre,Media (10o - 13o),META,GRANADA,Colombia,50-65,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,2,2,08,08520,Heterosexual,NO,ATENDIDO,Unión libre,ND,2018-01-01,2019-01-01,Mujer,Media (o  o),ATLANTICO,PALMAR DE VARELA,Colombia,30-49,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
6,6,6,41,41001,Heterosexual,NO,ATENDIDO,NO REPORTA,Indígena,2021-01-01,2020-01-01,Hombre,Básica primaria (1o. - 5o.),HUILA,NEIVA,Colombia,30-49,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,VULNERABLE,3.000.001 o más,1.300.001 - 2.600.000
1,4,4,63,63401,Heterosexual,NO,ATENDIDO,Unión libre,ND,2018-01-01,2019-01-01,Mujer,Básica primaria (1o. - 5o.),QUINDIO,LA TEBAIDA,Colombia,50-65,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DESPLAZADOS,1.500.001 - 3.000.000,0 - 1.300.000
1,4,4,41,41298,Heterosexual,NO,ATENDIDO,Soltero(a),ND,2018-01-01,2019-01-01,Mujer,Básica primaria (o.  o.),HUILA,GARZÓN,Colombia,50-65,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DOBLE CONDICION,1.500.001 - 3.000.000,0 - 1.300.000
1,1,1,23,23466,Heterosexual,NO,ATENDIDO,Soltero(a),ND,2019-01-01,2020-01-01,Hombre,Básica primaria (1o. - 5o.),CÓRDOBA,MONTELÍBANO,Colombia,50-65,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,08,08433,ND,NO,ACTIVO,Sin Información,ND,2017-03-01,2017-01-01,Hombre,ND,ATLANTICO,MALAMBO,ND,50-65,CAPITALIZACIÓN INDIVIDUAL,ESPECIE,CC,UNIDOS,0 - 1.500.000,1.300.001 - 2.600.000
1,1,1,08,08433,ND,NO,ACTIVO,Sin Información,ND,2017-03-01,2017-01-01,Hombre,ND,ATLANTICO,MALAMBO,ND,50-65,CAPITALIZACIÓN INDIVIDUAL,ESPECIE,CC,UNIDOS,0 - 1.500.000,1.300.001 - 2.600.000
1,1,1,05,05172,Heterosexual,NO,ATENDIDO,Soltero(a),AFROCOLOMBIANO – NEGRO,2018-01-01,2018-01-01,Mujer,Básica primaria (1o. - 5o.),ANTIOQUIA,CHIGORODÓ,Colombia,50-65,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DOBLE CONDICION,0 - 1.500.000,0 - 1.300.000
1,3,3,05,05837,Heterosexual,NO,ATENDIDO,Soltero(a),AFROCOLOMBIANO – NEGRO,2018-01-01,2018-01-01,Mujer,Básica Secundaria (6o - 9o),ANTIOQUIA,TURBO,Colombia,30-49,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DOBLE CONDICION,0 - 1.500.000,0 - 1.300.000
1,1,1,52,52001,ND,NO,ACTIVO,Sin Información,ND,2017-03-01,2017-01-01,Mujer,ND,NARIÑO,PASTO,ND,18-29,CAPITALIZACIÓN INDIVIDUAL,ESPECIE,CC,UNIDOS,0 - 1.500.000,1.300.001 - 2.600.000
1,1,1,13,13001,Heterosexual,NO,ATENDIDO,Unión libre,AFROCOLOMBIANO – NEGRO,2018-01-01,2019-01-01,Mujer,Básica Secundaria (6o - 9o),BOLIVAR,CARTAGENA,Colombia,30-49,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DOBLE CONDICION,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,13,13001,Heterosexual,NO,ATENDIDO,Unión libre,AFROCOLOMBIANO – NEGRO,2018-01-01,2019-01-01,Mujer,Básica Secundaria (6o - 9o),BOLIVAR,CARTAGENA,Colombia,30-49,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DOBLE CONDICION,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,13,13001,Heterosexual,NO,ATENDIDO,Unión libre,AFROCOLOMBIANO – NEGRO,2018-01-01,2019-01-01,Mujer,Básica Secundaria (6o - 9o),BOLIVAR,CARTAGENA,Colombia,30-49,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DOBLE CONDICION,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,47,47555,Heterosexual,NO,ATENDIDO,Unión libre,ND,2019-01-01,2020-01-01,Hombre,Básica primaria (1o. - 5o.),MAGDALENA,PLATO,Colombia,30-49,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,47,47555,Heterosexual,NO,ATENDIDO,Unión libre,ND,2019-01-01,2020-01-01,Hombre,Básica primaria (1o. - 5o.),MAGDALENA,PLATO,Colombia,30-49,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,47,47555,Heterosexual,NO,ATENDIDO,Unión libre,ND,2019-01-01,2020-01-01,Hombre,Básica primaria (1o. - 5o.),MAGDALENA,PLATO,Colombia,30-49,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
5,1,1,19,19001,ND,NO,ACTIVO,Sin Información,ND,2017-03-01,2017-01-01,Mujer,ND,CAUCA,POPAYAN,ND,50-65,CAPITALIZACIÓN INDIVIDUAL,ESPECIE,CC,VULNERABLE,0 - 1.500.000,1.300.001 - 2.600.000
2,5,5,52,52001,Heterosexual,NO,ATENDIDO,Soltero(a),ND,2018-01-01,2018-01-01,Mujer,Media (o  o),NARIÑO,PASTO,Colombia,30-49,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DOBLE CONDICION,1.500.001 - 3.000.000,0 - 1.300.000
7,1,1,44,44090,ND,NO,ACTIVO,Sin Información,ND,2017-02-01,2017-01-01,Mujer,ND,LA GUAJIRA,DIBULLA,ND,50-65,CAPITALIZACIÓN INDIVIDUAL,ESPECIE,CC,AMBAS CONDICIONES,0 - 1.500.000,1.300.001 - 2.600.000
1,1,1,27,27787,Heterosexual,NO,ATENDIDO,Soltero(a),ND,2019-01-01,2020-01-01,Hombre,Básica primaria (1o. - 5o.),CHOCO,TADÓ,Colombia,18-29,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DOBLE CONDICION,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,2,2,81,81736,Heterosexual,NO,ATENDIDO,Soltero(a),ND,2018-01-01,2019-01-01,Mujer,Básica primaria (o.  o.),ARAUCA,SARAVENA,Colombia,30-49,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,UNIDOS,1.500.001 - 3.000.000,0 - 1.300.000
1,8,8,44,44078,Heterosexual,NO,ATENDIDO,Soltero(a),Indígena,2018-01-01,2018-01-01,Mujer,Básica Secundaria (6o - 9o),LA GUAJIRA,BARRANCAS,Colombia,30-49,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DESPLAZADOS,1.500.001 - 3.000.000,0 - 1.300.000
1,4,4,81,81736,Heterosexual,NO,ATENDIDO,Casado(a),ND,2018-01-01,2019-01-01,Hombre,Básica primaria (1o. - 5o.),ARAUCA,SARAVENA,Colombia,>65,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,UNIDOS,1.500.001 - 3.000.000,0 - 1.300.000
1,10,10,76,76736,Heterosexual,NO,ATENDIDO,Unión libre,ND,2018-01-01,2019-01-01,Hombre,Básica primaria (1o. - 5o.),VALLE DEL CAUCA,SEVILLA,Colombia,50-65,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,UNIDOS,1.500.001 - 3.000.000,0 - 1.300.000
1,1,1,41,41551,ND,NO,ACTIVO,Sin Información,ND,2018-03-01,2017-01-01,Mujer,ND,HUILA,PITALITO,ND,30-49,CAPITALIZACIÓN INDIVIDUAL,ESPECIE,CC,VULNERABLE,0 - 1.500.000,1.300.001 - 2.600.000
1,1,1,73,73411,Heterosexual,NO,ATENDIDO,Viudo(a),ND,2019-01-01,2020-01-01,Mujer,Básica primaria (1o. - 5o.),TOLIMA,LÍBANO,Colombia,30-49,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,17,17001,ND,NO,ACTIVO,SO,ND,2017-10-01,2017-01-01,Mujer,SECUNDARIA,CALDAS,MANIZALES,COLOMBIA,30-49,CAPITALIZACIÓN INDIVIDUAL,ESPECIE,CC,UNIDOS,0 - 1.500.000,2.600.001 - 3.900.000
2,1,1,52,52693,ND,NO,ACTIVO,Sin Información,ND,2018-09-01,2018-01-01,Mujer,ND,NARIÑO,SAN PABLO,ND,50-65,CAPITALIZACIÓN INDIVIDUAL,ESPECIE,CC,AMBAS CONDICIONES,0 - 1.500.000,0 - 1.300.000
1,1,1,23,23660,Heterosexual,NO,ATENDIDO,ND,ROM O GITANO,2020-01-01,2020-01-01,Mujer,ND,CÓRDOBA,SAHAGÚN,Colombia,30-49,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DESPLAZADOS,3.000.001 o más,2.600.001 o más
1,1,1,23,23660,Heterosexual,NO,ATENDIDO,ND,ROM O GITANO,2020-01-01,2020-01-01,Mujer,ND,CÓRDOBA,SAHAGÚN,Colombia,30-49,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DESPLAZADOS,3.000.001 o más,2.600.001 o más
1,3,3,17,17873,Heterosexual,NO,ATENDIDO,Soltero(a),ND,2018-01-01,2019-01-01,Mujer,Básica primaria (1o. - 5o.),CALDAS,VILLAMARÍA,Colombia,30-49,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
3,1,1,20,20001,ND,NO,ACTIVO,Sin Información,ND,2017-02-01,2017-01-01,Mujer,ND,CESAR,VALLEDUPAR,ND,18-29,CAPITALIZACIÓN INDIVIDUAL,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,1.300.001 - 2.600.000
1,1,1,19,19455,Heterosexual,NO,ATENDIDO,Unión libre,ND,2018-01-01,2019-01-01,Hombre,Básica primaria (o.  o.),CAUCA,MIRANDA,Colombia,30-49,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,DOBLE CONDICION,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,11,11001,Heterosexual,NO,ATENDIDO,Viudo(a),ND,2018-01-01,2020-01-01,Mujer,Básica primaria (1o. - 5o.),BOGOTA,BOGOTA D.C.,Colombia,30-49,CAPITALIZACIÓN INDIVIDUAL,CAPITALIZACIÓN INDIVIDUAL,CC,ND,1.500.001 - 3.000.000,2.600.001 o más
1,1,1,44,44090,ND,ND,ACTIVO,Sin Información,AFROCOLOMBIANO – NEGRO,2017-02-01,2018-01-01,Mujer,SIN ESPECIFICAR,LA GUAJIRA,DIBULLA,ND,50-65,CAPITALIZACIÓN INDIVIDUAL,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,1.300.001 - 2.600.000
1,1,1,13,13222,ND,NO,ACTIVO,Sin Información,ND,2017-03-01,2017-01-01,Mujer,ND,BOLIVAR,CLEMENCIA,ND,50-65,CAPITALIZACIÓN INDIVIDUAL,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,1.300.001 - 2.600.000
