CantidadDeBeneficiarios,CantidadBeneficioConsolidado,CantidadUltimobeneficio,CodigoDepartamentoAtencion,CodigoMunicipioAtencion,CondicionSexual,Discapacidad,EstadoBeneficiario,EstadoCivil,Etnia,FechaInscripcionBeneficiario,FechaUltimoBeneficioAsignado,Genero,NivelEscolaridad,NombreDepartamentoAtencion,NombreMunicipioAtencion,Pais,RangoEdad,TipoAsignacionBeneficio,TipoBeneficio,TipoDocumento,TipoPoblacion,ValorBeneficioConsolidadoAsignado,ValorUltimoBeneficioAsignado
1,1,1,88,88564,Heterosexual,NO,VINCULADO-INSCRITO,Soltero(a),RAIZAL,2021-01-01,1900-01-01,Mujer,Media (10o - 13o),SAN ANDRÉS Y PROVIDENCIA,PROVIDENCIA,Colombia,>65,ND,ND,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,88,88564,Heterosexual,NO,VINCULADO-INSCRITO,Soltero(a),RAIZAL,2021-01-01,1900-01-01,Mujer,Media (10o - 13o),SAN ANDRÉS Y PROVIDENCIA,PROVIDENCIA,Colombia,>65,ND,ND,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,88,88564,Heterosexual,NO,VINCULADO-INSCRITO,Soltero(a),RAIZAL,2021-01-01,1900-01-01,Mujer,TECNOLÓGICO,SAN ANDRÉS Y PROVIDENCIA,PROVIDENCIA,Colombia,30-49,ND,ND,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,1,1,88,88564,Heterosexual,NO,VINCULADO-INSCRITO,Soltero(a),RAIZAL,2021-01-01,1900-01-01,Mujer,TECNOLÓGICO,SAN ANDRÉS Y PROVIDENCIA,PROVIDENCIA,Colombia,30-49,ND,ND,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,1,1,88,88564,Heterosexual,NO,VINCULADO-INSCRITO,Soltero(a),RAIZAL,2021-01-01,1900-01-01,Mujer,TECNOLÓGICO,SAN ANDRÉS Y PROVIDENCIA,PROVIDENCIA,Colombia,30-49,ND,ND,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,1,1,88,88564,Heterosexual,NO,VINCULADO-INSCRITO,Soltero(a),RAIZAL,2021-01-01,1900-01-01,Mujer,TECNOLÓGICO,SAN ANDRÉS Y PROVIDENCIA,PROVIDENCIA,Colombia,30-49,ND,ND,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,1,1,88,88564,Heterosexual,NO,VINCULADO-INSCRITO,Soltero(a),RAIZAL,2021-01-01,1900-01-01,Mujer,TECNOLÓGICO,SAN ANDRÉS Y PROVIDENCIA,PROVIDENCIA,Colombia,30-49,ND,ND,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,1,1,88,88564,Heterosexual,NO,VINCULADO-INSCRITO,Soltero(a),RAIZAL,2021-01-01,1900-01-01,Mujer,TECNOLÓGICO,SAN ANDRÉS Y PROVIDENCIA,PROVIDENCIA,Colombia,30-49,ND,ND,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,1,1,88,88564,Heterosexual,NO,VINCULADO-INSCRITO,Soltero(a),RAIZAL,2021-01-01,1900-01-01,Mujer,TECNOLÓGICO,SAN ANDRÉS Y PROVIDENCIA,PROVIDENCIA,Colombia,30-49,ND,ND,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,1,1,88,88564,Heterosexual,NO,VINCULADO-INSCRITO,Soltero(a),RAIZAL,2021-01-01,1900-01-01,Mujer,TECNOLÓGICO,SAN ANDRÉS Y PROVIDENCIA,PROVIDENCIA,Colombia,30-49,ND,ND,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,1,1,76,76736,Heterosexual,NO,RETIRADO,Casado(a),ND,2018-01-01,1900-01-01,Hombre,Básica primaria (1o. - 5o.),VALLE DEL CAUCA,SEVILLA,Colombia,30-49,ND,ND,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,1,1,20,20013,Heterosexual,NO,VINCULADO-INSCRITO,Unión libre,ND,2019-01-01,1900-01-01,Mujer,Básica Secundaria (6o - 9o),CESAR,AGUSTÍN CODAZZI,Colombia,18-29,ND,ND,CC,DOBLE CONDICION,0 - 1.500.000,0 - 1.300.000
1,1,1,23,23466,Heterosexual,NO,VINCULADO-INSCRITO,Unión libre,ND,2019-01-01,1900-01-01,Mujer,TÉCNICA PROFESIONAL,CÓRDOBA,MONTELÍBANO,Colombia,30-49,ND,ND,CC,DOBLE CONDICION,0 - 1.500.000,0 - 1.300.000
1,1,1,68,68001,Heterosexual,NO,VINCULADOINSCRITO,Casado(a),ND,2022-01-01,1900-01-01,Mujer,Básica primaria (o.  o.),SANTANDER,BUCARAMANGA,Colombia,30-49,ND,ND,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
2,2,2,88,88564,Heterosexual,NO,VINCULADO-INSCRITO,Casado(a),RAIZAL,2021-01-01,1900-01-01,Mujer,Media (10o - 13o),SAN ANDRÉS Y PROVIDENCIA,PROVIDENCIA,Colombia,>65,ND,ND,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,47,47555,Heterosexual,NO,VINCULADO-INSCRITO,Unión libre,ND,2019-01-01,1900-01-01,Mujer,Básica Secundaria (6o - 9o),MAGDALENA,PLATO,Colombia,30-49,ND,ND,CC,DOBLE CONDICION,0 - 1.500.000,0 - 1.300.000
1,1,1,47,47555,Heterosexual,NO,VINCULADO-INSCRITO,Unión libre,ND,2019-01-01,1900-01-01,Mujer,Básica Secundaria (6o - 9o),MAGDALENA,PLATO,Colombia,30-49,ND,ND,CC,DOBLE CONDICION,0 - 1.500.000,0 - 1.300.000
1,1,1,47,47555,Heterosexual,NO,VINCULADO-INSCRITO,Unión libre,ND,2019-01-01,1900-01-01,Mujer,Básica Secundaria (6o - 9o),MAGDALENA,PLATO,Colombia,30-49,ND,ND,CC,DOBLE CONDICION,0 - 1.500.000,0 - 1.300.000
1,1,1,47,47555,Heterosexual,NO,VINCULADO-INSCRITO,Unión libre,ND,2019-01-01,1900-01-01,Mujer,Básica Secundaria (6o - 9o),MAGDALENA,PLATO,Colombia,30-49,ND,ND,CC,DOBLE CONDICION,0 - 1.500.000,0 - 1.300.000
1,1,1,47,47555,Heterosexual,NO,VINCULADO-INSCRITO,Unión libre,ND,2019-01-01,1900-01-01,Mujer,Básica Secundaria (6o - 9o),MAGDALENA,PLATO,Colombia,30-49,ND,ND,CC,DOBLE CONDICION,0 - 1.500.000,0 - 1.300.000
1,1,1,47,47555,Heterosexual,NO,VINCULADO-INSCRITO,Unión libre,ND,2019-01-01,1900-01-01,Mujer,Básica Secundaria (6o - 9o),MAGDALENA,PLATO,Colombia,30-49,ND,ND,CC,DOBLE CONDICION,0 - 1.500.000,0 - 1.300.000
1,1,1,47,47555,Heterosexual,NO,VINCULADO-INSCRITO,Unión libre,ND,2019-01-01,1900-01-01,Mujer,Básica Secundaria (6o - 9o),MAGDALENA,PLATO,Colombia,30-49,ND,ND,CC,DOBLE CONDICION,0 - 1.500.000,0 - 1.300.000
1,1,1,47,47555,Heterosexual,NO,VINCULADO-INSCRITO,Unión libre,ND,2019-01-01,1900-01-01,Mujer,Básica Secundaria (6o - 9o),MAGDALENA,PLATO,Colombia,30-49,ND,ND,CC,DOBLE CONDICION,0 - 1.500.000,0 - 1.300.000
1,1,1,47,47555,Heterosexual,NO,VINCULADO-INSCRITO,Unión libre,ND,2019-01-01,1900-01-01,Mujer,Básica Secundaria (6o - 9o),MAGDALENA,PLATO,Colombia,30-49,ND,ND,CC,DOBLE CONDICION,0 - 1.500.000,0 - 1.300.000
1,1,1,20,20013,Heterosexual,NO,VINCULADO-INSCRITO,DIVORCIADO(A),ND,2020-01-01,1900-01-01,Mujer,Básica primaria (1o. - 5o.),CESAR,AGUSTÍN CODAZZI,Colombia,50-65,ND,ND,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,1,1,13,13244,Heterosexual,NO,RETIRADO,Soltero(a),ND,2019-01-01,1900-01-01,Mujer,TÉCNICA PROFESIONAL,BOLIVAR,EL CARMEN DE BOLÍVAR,Colombia,30-49,ND,ND,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,1,1,13,13244,Heterosexual,NO,RETIRADO,Soltero(a),ND,2019-01-01,1900-01-01,Mujer,TÉCNICA PROFESIONAL,BOLIVAR,EL CARMEN DE BOLÍVAR,Colombia,30-49,ND,ND,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,1,1,47,47245,Heterosexual,NO,VINCULADO-INSCRITO,Unión libre,ND,2019-01-01,1900-01-01,Hombre,Básica Secundaria (6o - 9o),MAGDALENA,EL BANCO,Colombia,50-65,ND,ND,CC,DOBLE CONDICION,0 - 1.500.000,0 - 1.300.000
1,1,1,70,70215,Heterosexual,NO,RETIRADO,Soltero(a),ND,2019-01-01,1900-01-01,Mujer,TÉCNICA PROFESIONAL,SUCRE,COROZAL,Colombia,30-49,ND,ND,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,1,1,13,13244,Heterosexual,NO,RETIRADO,Soltero(a),ND,2019-01-01,1900-01-01,Mujer,TÉCNICA PROFESIONAL,BOLIVAR,EL CARMEN DE BOLÍVAR,Colombia,30-49,ND,ND,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,1,1,13,13244,Heterosexual,NO,RETIRADO,Soltero(a),ND,2019-01-01,1900-01-01,Mujer,TÉCNICA PROFESIONAL,BOLIVAR,EL CARMEN DE BOLÍVAR,Colombia,30-49,ND,ND,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,1,1,70,70215,Heterosexual,NO,RETIRADO,Soltero(a),ND,2019-01-01,1900-01-01,Mujer,TÉCNICA PROFESIONAL,SUCRE,COROZAL,Colombia,30-49,ND,ND,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,1,1,20,20013,Heterosexual,NO,VINCULADO-INSCRITO,Unión libre,ND,2020-01-01,1900-01-01,Hombre,Básica primaria (1o. - 5o.),CESAR,AGUSTÍN CODAZZI,Colombia,>65,ND,ND,CC,DOBLE CONDICION,0 - 1.500.000,0 - 1.300.000
1,1,1,20,20013,Heterosexual,NO,VINCULADO-INSCRITO,Unión libre,ND,2020-01-01,1900-01-01,Hombre,Básica primaria (1o. - 5o.),CESAR,AGUSTÍN CODAZZI,Colombia,>65,ND,ND,CC,DOBLE CONDICION,0 - 1.500.000,0 - 1.300.000
1,2,2,88,88564,Heterosexual,NO,RETIRADO,Casado(a),RAIZAL,2018-01-01,1900-01-01,Hombre,Media (10o - 13o),SAN ANDRÉS Y PROVIDENCIA,PROVIDENCIA,Colombia,30-49,ND,ND,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,23,23466,Heterosexual,NO,RETIRADO,Unión libre,ND,2019-01-01,1900-01-01,Mujer,Básica primaria (1o. - 5o.),CÓRDOBA,MONTELÍBANO,Colombia,30-49,ND,ND,CC,DOBLE CONDICION,0 - 1.500.000,0 - 1.300.000
1,1,1,23,23466,Heterosexual,NO,RETIRADO,Unión libre,ND,2019-01-01,1900-01-01,Mujer,Básica primaria (1o. - 5o.),CÓRDOBA,MONTELÍBANO,Colombia,30-49,ND,ND,CC,DOBLE CONDICION,0 - 1.500.000,0 - 1.300.000
1,1,1,23,23466,Heterosexual,NO,RETIRADO,Unión libre,ND,2019-01-01,1900-01-01,Mujer,Básica primaria (1o. - 5o.),CÓRDOBA,MONTELÍBANO,Colombia,30-49,ND,ND,CC,DOBLE CONDICION,0 - 1.500.000,0 - 1.300.000
1,1,1,23,23466,Heterosexual,NO,RETIRADO,Unión libre,ND,2019-01-01,1900-01-01,Mujer,Básica primaria (1o. - 5o.),CÓRDOBA,MONTELÍBANO,Colombia,30-49,ND,ND,CC,DOBLE CONDICION,0 - 1.500.000,0 - 1.300.000
1,1,1,23,23466,Heterosexual,NO,RETIRADO,Unión libre,ND,2019-01-01,1900-01-01,Mujer,Básica primaria (1o. - 5o.),CÓRDOBA,MONTELÍBANO,Colombia,30-49,ND,ND,CC,DOBLE CONDICION,0 - 1.500.000,0 - 1.300.000
1,1,1,05,05120,Heterosexual,NO,ATENDIDO,Unión libre,ND,2020-01-01,2020-01-01,Mujer,Básica primaria (1o. - 5o.),ANTIOQUIA,CÁCERES,Colombia,30-49,FORMACION,FORMACION,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,1,1,88,88564,Heterosexual,NO,VINCULADO-INSCRITO,Unión libre,RAIZAL,2021-01-01,1900-01-01,Mujer,TECNOLÓGICO,SAN ANDRÉS Y PROVIDENCIA,PROVIDENCIA,Colombia,30-49,ND,ND,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,1,1,88,88564,Heterosexual,NO,VINCULADO-INSCRITO,Unión libre,RAIZAL,2021-01-01,1900-01-01,Mujer,TECNOLÓGICO,SAN ANDRÉS Y PROVIDENCIA,PROVIDENCIA,Colombia,30-49,ND,ND,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,1,1,88,88564,Heterosexual,NO,VINCULADO-INSCRITO,Unión libre,RAIZAL,2021-01-01,1900-01-01,Mujer,TECNOLÓGICO,SAN ANDRÉS Y PROVIDENCIA,PROVIDENCIA,Colombia,30-49,ND,ND,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,1,1,88,88564,Heterosexual,NO,VINCULADO-INSCRITO,Unión libre,RAIZAL,2021-01-01,1900-01-01,Mujer,TECNOLÓGICO,SAN ANDRÉS Y PROVIDENCIA,PROVIDENCIA,Colombia,30-49,ND,ND,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,1,1,88,88564,Heterosexual,NO,VINCULADO-INSCRITO,Unión libre,RAIZAL,2021-01-01,1900-01-01,Mujer,TECNOLÓGICO,SAN ANDRÉS Y PROVIDENCIA,PROVIDENCIA,Colombia,30-49,ND,ND,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,1,1,88,88564,Heterosexual,NO,VINCULADO-INSCRITO,Unión libre,RAIZAL,2021-01-01,1900-01-01,Mujer,TECNOLÓGICO,SAN ANDRÉS Y PROVIDENCIA,PROVIDENCIA,Colombia,30-49,ND,ND,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,1,1,88,88564,Heterosexual,NO,VINCULADO-INSCRITO,Unión libre,RAIZAL,2021-01-01,1900-01-01,Mujer,TECNOLÓGICO,SAN ANDRÉS Y PROVIDENCIA,PROVIDENCIA,Colombia,30-49,ND,ND,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,1,1,88,88564,Heterosexual,NO,VINCULADO-INSCRITO,Unión libre,RAIZAL,2021-01-01,1900-01-01,Mujer,TECNOLÓGICO,SAN ANDRÉS Y PROVIDENCIA,PROVIDENCIA,Colombia,30-49,ND,ND,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,1,1,88,88564,Heterosexual,NO,VINCULADO-INSCRITO,Unión libre,RAIZAL,2021-01-01,1900-01-01,Mujer,TECNOLÓGICO,SAN ANDRÉS Y PROVIDENCIA,PROVIDENCIA,Colombia,30-49,ND,ND,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,1,1,88,88564,Heterosexual,NO,VINCULADO-INSCRITO,Unión libre,RAIZAL,2021-01-01,1900-01-01,Mujer,TECNOLÓGICO,SAN ANDRÉS Y PROVIDENCIA,PROVIDENCIA,Colombia,30-49,ND,ND,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,1,1,13,13657,Heterosexual,NO,VINCULADO-INSCRITO,Unión libre,ND,2019-01-01,1900-01-01,Hombre,Básica Secundaria (6o - 9o),BOLIVAR,SAN JUAN NEPOMUCENO,Colombia,30-49,ND,ND,CC,DOBLE CONDICION,0 - 1.500.000,0 - 1.300.000
1,1,1,20,20011,Heterosexual,NO,VINCULADO-INSCRITO,Casado(a),ND,2019-01-01,1900-01-01,Mujer,Básica Secundaria (6o - 9o),CESAR,AGUACHICA,Colombia,30-49,ND,ND,CC,DOBLE CONDICION,0 - 1.500.000,0 - 1.300.000
1,1,1,68,68077,Heterosexual,NO,RETIRADO,Casado(a),ND,2018-01-01,1900-01-01,Mujer,Básica Secundaria (6o - 9o),SANTANDER,BARBOSA,Colombia,30-49,ND,ND,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,13,13430,Heterosexual,NO,RETIRADO,Unión libre,ND,2019-01-01,1900-01-01,Mujer,Básica primaria (1o. - 5o.),BOLIVAR,MAGANGUÉ,Colombia,30-49,ND,ND,CC,DOBLE CONDICION,0 - 1.500.000,0 - 1.300.000
1,1,1,05,05172,Heterosexual,NO,RETIRADO,Soltero(a),ND,2018-01-01,1900-01-01,Mujer,Ninguno,ANTIOQUIA,CHIGORODÓ,Colombia,50-65,ND,ND,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,1,1,23,23466,Heterosexual,NO,VINCULADO-INSCRITO,Soltero(a),ND,2019-01-01,1900-01-01,Mujer,PROFESIONAL,CÓRDOBA,MONTELÍBANO,Colombia,30-49,ND,ND,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,1,1,88,88564,Heterosexual,NO,VINCULADO-INSCRITO,Casado(a),RAIZAL,2021-01-01,1900-01-01,Mujer,Básica Secundaria (6o - 9o),SAN ANDRÉS Y PROVIDENCIA,PROVIDENCIA,Colombia,50-65,ND,ND,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,88,88564,Heterosexual,NO,VINCULADO-INSCRITO,Casado(a),RAIZAL,2021-01-01,1900-01-01,Mujer,Básica Secundaria (6o - 9o),SAN ANDRÉS Y PROVIDENCIA,PROVIDENCIA,Colombia,50-65,ND,ND,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,88,88564,Heterosexual,NO,VINCULADO-INSCRITO,Casado(a),RAIZAL,2021-01-01,1900-01-01,Mujer,Básica Secundaria (6o - 9o),SAN ANDRÉS Y PROVIDENCIA,PROVIDENCIA,Colombia,50-65,ND,ND,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,47,47053,Heterosexual,NO,VINCULADO-INSCRITO,Soltero(a),ND,2019-01-01,1900-01-01,Mujer,Media (10o - 13o),MAGDALENA,ARACATACA,Colombia,30-49,ND,ND,CC,DOBLE CONDICION,0 - 1.500.000,0 - 1.300.000
1,1,1,47,47053,Heterosexual,NO,VINCULADO-INSCRITO,Soltero(a),ND,2019-01-01,1900-01-01,Mujer,Media (10o - 13o),MAGDALENA,ARACATACA,Colombia,30-49,ND,ND,CC,DOBLE CONDICION,0 - 1.500.000,0 - 1.300.000
1,1,1,20,20013,Heterosexual,NO,VINCULADO-INSCRITO,Unión libre,ND,2020-01-01,1900-01-01,Hombre,Básica primaria (1o. - 5o.),CESAR,AGUSTÍN CODAZZI,Colombia,30-49,ND,ND,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,1,1,47,47555,Heterosexual,NO,VINCULADO-INSCRITO,Soltero(a),ND,2019-01-01,1900-01-01,Mujer,Básica primaria (1o. - 5o.),MAGDALENA,PLATO,Colombia,50-65,ND,ND,CC,DOBLE CONDICION,0 - 1.500.000,0 - 1.300.000
1,1,1,47,47555,Heterosexual,NO,VINCULADO-INSCRITO,Soltero(a),ND,2019-01-01,1900-01-01,Mujer,Básica primaria (1o. - 5o.),MAGDALENA,PLATO,Colombia,50-65,ND,ND,CC,DOBLE CONDICION,0 - 1.500.000,0 - 1.300.000
1,1,1,47,47555,Heterosexual,NO,VINCULADO-INSCRITO,Soltero(a),ND,2019-01-01,1900-01-01,Mujer,Básica primaria (1o. - 5o.),MAGDALENA,PLATO,Colombia,50-65,ND,ND,CC,DOBLE CONDICION,0 - 1.500.000,0 - 1.300.000
1,1,1,47,47555,Heterosexual,NO,VINCULADO-INSCRITO,Soltero(a),ND,2019-01-01,1900-01-01,Mujer,Básica primaria (1o. - 5o.),MAGDALENA,PLATO,Colombia,50-65,ND,ND,CC,DOBLE CONDICION,0 - 1.500.000,0 - 1.300.000
1,1,1,20,20011,Heterosexual,NO,VINCULADO-INSCRITO,DIVORCIADO(A),ND,2019-01-01,1900-01-01,Mujer,Básica primaria (1o. - 5o.),CESAR,AGUACHICA,Colombia,30-49,ND,ND,CC,DOBLE CONDICION,0 - 1.500.000,0 - 1.300.000
1,1,1,68,68307,Heterosexual,NO,RETIRADO,Soltero(a),ND,2018-01-01,1900-01-01,Mujer,Básica primaria (1o. - 5o.),SANTANDER,GIRÓN,Colombia,30-49,ND,ND,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,1,1,13,13430,Heterosexual,NO,VINCULADO-INSCRITO,Casado(a),ND,2019-01-01,1900-01-01,Mujer,Básica Secundaria (6o - 9o),BOLIVAR,MAGANGUÉ,Colombia,30-49,ND,ND,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,1,1,13,13430,Heterosexual,NO,VINCULADO-INSCRITO,Casado(a),ND,2019-01-01,1900-01-01,Mujer,Básica Secundaria (6o - 9o),BOLIVAR,MAGANGUÉ,Colombia,30-49,ND,ND,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,1,1,25,25645,Heterosexual,NO,VINCULADO-INSCRITO,Unión libre,ND,2022-01-01,1900-01-01,Mujer,Media (10o - 13o),CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,Colombia,30-49,ND,ND,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,1,1,70,70708,Heterosexual,NO,RETIRADO,Casado(a),ND,2020-01-01,1900-01-01,Mujer,Básica primaria (1o. - 5o.),SUCRE,SAN MARCOS,Colombia,50-65,ND,ND,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,1,1,23,23001,Heterosexual,NO,VINCULADO-INSCRITO,Soltero(a),ND,2018-01-01,1900-01-01,Mujer,Básica Secundaria (6o - 9o),CÓRDOBA,MONTERÍA,Colombia,30-49,ND,ND,CC,DOBLE CONDICION,0 - 1.500.000,0 - 1.300.000
1,1,1,23,23001,Heterosexual,NO,VINCULADO-INSCRITO,Soltero(a),ND,2018-01-01,1900-01-01,Mujer,Básica Secundaria (6o - 9o),CÓRDOBA,MONTERÍA,Colombia,30-49,ND,ND,CC,DOBLE CONDICION,0 - 1.500.000,0 - 1.300.000
1,1,1,88,88564,Heterosexual,NO,VINCULADO-INSCRITO,Unión libre,RAIZAL,2021-01-01,1900-01-01,Mujer,TECNOLÓGICO,SAN ANDRÉS Y PROVIDENCIA,PROVIDENCIA,Colombia,30-49,ND,ND,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,88,88564,Heterosexual,NO,VINCULADO-INSCRITO,Unión libre,RAIZAL,2021-01-01,1900-01-01,Mujer,TECNOLÓGICO,SAN ANDRÉS Y PROVIDENCIA,PROVIDENCIA,Colombia,30-49,ND,ND,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,88,88564,Heterosexual,NO,VINCULADO-INSCRITO,Unión libre,RAIZAL,2021-01-01,1900-01-01,Mujer,TECNOLÓGICO,SAN ANDRÉS Y PROVIDENCIA,PROVIDENCIA,Colombia,30-49,ND,ND,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,88,88564,Heterosexual,NO,VINCULADO-INSCRITO,Unión libre,RAIZAL,2021-01-01,1900-01-01,Mujer,TECNOLÓGICO,SAN ANDRÉS Y PROVIDENCIA,PROVIDENCIA,Colombia,30-49,ND,ND,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,88,88564,Heterosexual,NO,VINCULADO-INSCRITO,Unión libre,RAIZAL,2021-01-01,1900-01-01,Mujer,TECNOLÓGICO,SAN ANDRÉS Y PROVIDENCIA,PROVIDENCIA,Colombia,30-49,ND,ND,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,88,88564,Heterosexual,NO,VINCULADO-INSCRITO,Unión libre,RAIZAL,2021-01-01,1900-01-01,Mujer,TECNOLÓGICO,SAN ANDRÉS Y PROVIDENCIA,PROVIDENCIA,Colombia,30-49,ND,ND,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,88,88564,Heterosexual,NO,VINCULADO-INSCRITO,Unión libre,RAIZAL,2021-01-01,1900-01-01,Mujer,TECNOLÓGICO,SAN ANDRÉS Y PROVIDENCIA,PROVIDENCIA,Colombia,30-49,ND,ND,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,88,88564,Heterosexual,NO,VINCULADO-INSCRITO,Unión libre,RAIZAL,2021-01-01,1900-01-01,Mujer,TECNOLÓGICO,SAN ANDRÉS Y PROVIDENCIA,PROVIDENCIA,Colombia,30-49,ND,ND,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,88,88564,Heterosexual,NO,VINCULADO-INSCRITO,Unión libre,RAIZAL,2021-01-01,1900-01-01,Mujer,TECNOLÓGICO,SAN ANDRÉS Y PROVIDENCIA,PROVIDENCIA,Colombia,30-49,ND,ND,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,88,88564,Heterosexual,NO,VINCULADO-INSCRITO,Unión libre,RAIZAL,2021-01-01,1900-01-01,Mujer,TECNOLÓGICO,SAN ANDRÉS Y PROVIDENCIA,PROVIDENCIA,Colombia,30-49,ND,ND,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,88,88564,Heterosexual,NO,VINCULADO-INSCRITO,Unión libre,RAIZAL,2021-01-01,1900-01-01,Mujer,TECNOLÓGICO,SAN ANDRÉS Y PROVIDENCIA,PROVIDENCIA,Colombia,30-49,ND,ND,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,88,88564,Heterosexual,NO,VINCULADO-INSCRITO,Unión libre,RAIZAL,2021-01-01,1900-01-01,Mujer,TECNOLÓGICO,SAN ANDRÉS Y PROVIDENCIA,PROVIDENCIA,Colombia,30-49,ND,ND,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,88,88564,Heterosexual,NO,VINCULADO-INSCRITO,Unión libre,RAIZAL,2021-01-01,1900-01-01,Mujer,TECNOLÓGICO,SAN ANDRÉS Y PROVIDENCIA,PROVIDENCIA,Colombia,30-49,ND,ND,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,88,88564,Heterosexual,NO,VINCULADO-INSCRITO,Unión libre,RAIZAL,2021-01-01,1900-01-01,Mujer,TECNOLÓGICO,SAN ANDRÉS Y PROVIDENCIA,PROVIDENCIA,Colombia,30-49,ND,ND,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,13,13430,Heterosexual,NO,RETIRADO,Viudo(a),ND,2020-01-01,1900-01-01,Mujer,Básica primaria (1o. - 5o.),BOLIVAR,MAGANGUÉ,Colombia,50-65,ND,ND,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,1,1,13,13244,Heterosexual,NO,VINCULADO-INSCRITO,Soltero(a),ND,2019-01-01,1900-01-01,Mujer,Media (10o - 13o),BOLIVAR,EL CARMEN DE BOLÍVAR,Colombia,30-49,ND,ND,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,1,1,13,13244,Heterosexual,NO,VINCULADO-INSCRITO,Soltero(a),ND,2019-01-01,1900-01-01,Mujer,Media (10o - 13o),BOLIVAR,EL CARMEN DE BOLÍVAR,Colombia,30-49,ND,ND,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
